                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    465,                 0.6331,                0.48674,                 1.0097,                0.75449,                0.38414,                0.40283,                0.22225,                 1.9661,                 2.7691,                  2.087,             0.00016652,             0.00016652,             0.00016652
                    466,                0.46997,                0.37071,                0.88006,                0.77163,                0.37812,                0.40529,                0.22209,                 1.9648,                 2.7515,                 2.0833,             0.00016256,             0.00016256,             0.00016256
                    467,                0.44138,                0.40605,                0.86875,                0.78205,                0.38438,                0.40846,                0.22122,                 1.9665,                 2.7396,                 2.0839,              0.0001586,              0.0001586,              0.0001586
                    468,                0.50763,                0.44461,                0.88783,                0.80485,                0.38438,                0.41097,                0.22153,                 1.9633,                 2.7145,                 2.0808,             0.00015464,             0.00015464,             0.00015464
                    469,                0.53515,                0.37423,                0.93175,                0.80485,                0.38438,                0.41097,                0.22153,                 1.9633,                 2.7145,                 2.0808,             0.00015068,             0.00015068,             0.00015068
                    470,                0.51041,                 0.3862,                0.91318,                0.81254,                0.38438,                 0.4112,                0.22106,                 1.9669,                 2.7111,                 2.0837,             0.00014672,             0.00014672,             0.00014672
                    471,                0.49136,                0.38078,                0.90451,                0.81544,                0.38438,                0.41355,                0.22265,                 1.9696,                 2.7057,                 2.0836,             0.00014276,             0.00014276,             0.00014276
                    472,                0.52584,                0.39826,                0.90951,                0.81588,                0.38438,                0.41536,                  0.222,                 1.9724,                 2.6886,                 2.0876,              0.0001388,              0.0001388,              0.0001388
                    473,                0.50038,                0.39033,                0.91196,                0.81588,                0.38438,                0.41536,                  0.222,                 1.9724,                 2.6886,                 2.0876,             0.00013484,             0.00013484,             0.00013484
                    474,                 0.5707,                 0.4083,                0.96418,                0.83442,                0.38125,                0.41783,                 0.2233,                 1.9668,                 2.6687,                 2.0854,             0.00013088,             0.00013088,             0.00013088
                    475,                 0.5795,                0.44279,                0.92853,                0.84176,                0.38235,                 0.4196,                0.22521,                 1.9706,                 2.6538,                 2.0898,             0.00012692,             0.00012692,             0.00012692
                    476,                0.50177,                0.37118,                0.92945,                0.84887,                0.38615,                0.42829,                0.22566,                 1.9733,                 2.6392,                  2.093,             0.00012296,             0.00012296,             0.00012296
                    477,                0.45088,                0.36694,                0.90955,                0.84887,                0.38615,                0.42829,                0.22566,                 1.9733,                 2.6392,                  2.093,               0.000119,               0.000119,               0.000119
                    478,                 0.4924,                0.34914,                0.91364,                 0.8489,                0.38627,                0.43013,                0.22755,                 1.9798,                 2.6367,                 2.0959,             0.00011504,             0.00011504,             0.00011504
                    479,                0.50545,                0.39036,                 0.9483,                0.85292,                0.38438,                0.42991,                0.22816,                 1.9815,                 2.6167,                 2.0955,             0.00011108,             0.00011108,             0.00011108
                    480,                0.51466,                0.40117,                 0.9056,                0.85441,                0.38515,                0.43101,                 0.2289,                 1.9817,                  2.607,                 2.0943,             0.00010712,             0.00010712,             0.00010712
                    481,                 0.4926,                0.37676,                0.93187,                0.85441,                0.38515,                0.43101,                 0.2289,                 1.9817,                  2.607,                 2.0943,             0.00010316,             0.00010316,             0.00010316
                    482,                0.53621,                0.41975,                0.96625,                0.84591,                 0.3875,                0.43434,                0.22912,                 1.9821,                 2.6012,                 2.0939,               9.92e-05,               9.92e-05,               9.92e-05
                    483,                 0.5179,                0.41184,                0.94732,                0.83245,                0.39375,                0.43449,                0.23032,                 1.9772,                 2.5846,                 2.0918,              9.524e-05,              9.524e-05,              9.524e-05
                    484,                0.53534,                0.41784,                0.95536,                 0.8366,                0.39375,                0.43345,                0.23213,                 1.9722,                 2.5772,                 2.0917,              9.128e-05,              9.128e-05,              9.128e-05
                    485,                0.47872,                0.38681,                0.93233,                 0.8366,                0.39375,                0.43345,                0.23213,                 1.9722,                 2.5772,                 2.0917,              8.732e-05,              8.732e-05,              8.732e-05
                    486,                 0.5493,                0.42118,                0.93224,                0.82822,                0.39062,                0.43396,                0.23256,                 1.9684,                 2.5767,                 2.0927,              8.336e-05,              8.336e-05,              8.336e-05
                    487,                0.46558,                0.36832,                0.88417,                0.78561,                0.41224,                0.43821,                0.23388,                 1.9666,                 2.5743,                  2.092,               7.94e-05,               7.94e-05,               7.94e-05
                    488,                0.50532,                0.40764,                0.92068,                0.78712,                 0.4125,                0.43783,                0.23198,                 1.9682,                 2.5783,                 2.0943,              7.544e-05,              7.544e-05,              7.544e-05
                    489,                   0.52,                0.38504,                0.93289,                0.78712,                 0.4125,                0.43783,                0.23198,                 1.9682,                 2.5783,                 2.0943,              7.148e-05,              7.148e-05,              7.148e-05
                    490,                0.44689,                0.36558,                0.89721,                0.79209,                0.40937,                0.43752,                0.23207,                  1.968,                  2.584,                 2.0949,              6.752e-05,              6.752e-05,              6.752e-05
                    491,                0.40315,                 0.3346,                 0.9399,                0.83966,                    0.4,                0.44215,                0.23259,                 1.9719,                 2.5809,                 2.0965,              6.356e-05,              6.356e-05,              6.356e-05
                    492,                0.36473,                0.32878,                0.88304,                0.80742,                0.40937,                0.44099,                0.23259,                 1.9758,                 2.5584,                 2.0973,               5.96e-05,               5.96e-05,               5.96e-05
                    493,                0.39584,                0.35667,                0.89641,                0.80742,                0.40937,                0.44099,                0.23259,                 1.9758,                 2.5584,                 2.0973,              5.564e-05,              5.564e-05,              5.564e-05
                    494,                0.40643,                0.34483,                0.85008,                 0.8651,                0.38438,                0.42838,                0.23214,                 1.9783,                 2.5635,                 2.0952,              5.168e-05,              5.168e-05,              5.168e-05
                    495,                0.37081,                0.32842,                0.88144,                0.87095,                0.39062,                0.43185,                0.23001,                 1.9792,                 2.5692,                  2.092,              4.772e-05,              4.772e-05,              4.772e-05
                    496,                  0.363,                 0.3191,                0.81262,                0.84504,                0.39062,                0.43018,                 0.2288,                 1.9788,                 2.5627,                 2.0891,              4.376e-05,              4.376e-05,              4.376e-05
                    497,                0.43008,                0.36224,                0.91553,                0.84504,                0.39062,                0.43018,                 0.2288,                 1.9788,                 2.5627,                 2.0891,               3.98e-05,               3.98e-05,               3.98e-05
                    498,                  0.428,                0.33974,                0.91826,                0.83991,                0.39062,                0.42766,                0.22697,                 1.9799,                 2.5692,                 2.0857,              3.584e-05,              3.584e-05,              3.584e-05
                    499,                0.33566,                0.29177,                0.84736,                0.83809,                0.39062,                0.42763,                0.22711,                 1.9809,                 2.5717,                 2.0834,              3.188e-05,              3.188e-05,              3.188e-05
                    500,                 0.4058,                0.34333,                0.92967,                0.76677,                0.40625,                0.42634,                0.22758,                 1.9816,                 2.5675,                 2.0849,              2.792e-05,              2.792e-05,              2.792e-05
